Engagement metrics for individual posts. Created date indicates when your post was created. All dates and times are in UTC.,,,,,,,,,,,,,,,,,,,
Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views,Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
Cohort 6 of the #SEEDProgram graduation in Axum! #HappeningToday,https://www.linkedin.com/feed/update/urn:li:activity:7420762688135352320,Organic,,Amanuel Balcha,01/24/2026,,,All followers,1884,,,593,0.3147558272,45,1,1,,0.3397027552,
"Something big is on the horizon for MSMEs. 

At Orbit Innovation Hub, we believe that scale shouldn’t be limited by geography or traditional barriers. We are preparing to launch a digital solution designed to unlock new markets and empower Micro, Small, and Medium Enterprises like never before. 📈
The future of digital market linkage is almost here. Are you ready to scale?

Stay tuned. 📲

#MSME #DigitalInnovation #MarketAccess #OrbitInnovationHub #TechForGood #ComingSoon",https://www.linkedin.com/feed/update/urn:li:activity:7420737173039165441,Organic,,Amanuel Balcha,01/24/2026,,,All followers,1515,,,64,0.04224422574,25,0,3,,0.06072607264,
"🎤 The opening session for Cohort 6 of the #SEEDProgram in Kombolcha on Jan 17, featured important remarks from key stakeholders:

🔹 Dawit Teshome Gebresenbet Program Lead at Orbit Innovation Hub, reflected on the SEED Incubation journey and emphasized that graduation is not the end, but the point where the real journey with Orbit begins. He highlighted continued support beyond incubation, including ecosystem access, learning opportunities, and long term engagement as startups grow.

🔹 Ermias Getnet, Dean of kombolcha Polytechnic TVET College, encouraged founders to continuously assess market needs and capacity gaps, underscoring the importance of strengthening both technical and business readiness for the road ahead.

🔹 Yitabarek Getahun _Kombolcha City Administration Labour and Skill Head shared insights on the local entrepreneurial landscape and outlined how public institutions can support startups through capacity building, advisory services, market linkage, and institutional collaboration.

💡 The session reinforced a shared message: building sustainable ventures requires not only strong ideas, but also continuous learning, institutional engagement, and community level collaboration.

👏 We look forward to seeing where these startups go next, celebrating their progress, and continuing to support their ventures as they grow, adapt, and create impact in their communities and beyond.

#Incubation #kombolcha #StartupEcosystem",https://www.linkedin.com/feed/update/urn:li:activity:7420532850657120258,Organic,,Amanuel Balcha,01/23/2026,,,All followers,3231,,,993,0.3073351979,88,1,2,,0.3354998529,
"🌱 From Capacity Building to Action in Kombolcha

The vibrant community activation we witnessed during the SEED Incubation Program Cohort 6 graduation in Kombolcha wasn't a one-day event—it was the result of a deliberate, long-term strategy by Orbit Innovation Hub.
Alongside the incubation program, we launched a community development track designed to build local entrepreneurial leadership from the ground up.

The Journey:
🔹 Identification: We assessed community leaders from over six cities.
🔹 Capacity Building: Selected leaders gathered in Addis Ababa for intensive training.
🔹 Action Planning: Each team developed a 6-month plan focused on local ownership.

The Result? The establishment of the Kombolcha Entrepreneur Community Team (Yegof Entrepreneur Community)!

In just two months, they have:
✅ Built a core group of 57+ active members.
✅ Elected a leadership team of 4.
✅ Recruited 39 new members in their first outreach.
✅ Organized networking meetups to foster collaboration.

This is what happens when plans are owned, and communities take the lead. This isn't just participation; it’s momentum. 🚀🇪🇹

#OrbitInnovationHub #CommunityDevelopment #Kombolcha #Entrepreneurship #LocalLeadership #StartupEcosystem #Ethiopia #YegofCommunity",https://www.linkedin.com/feed/update/urn:li:activity:7420432089847828480,Organic,,Amanuel Balcha,01/23/2026,,,All followers,2245,,,969,0.431625843,48,0,1,,0.4534521103,
"⚖️ Navigating the Legal Landscape for Startups

We recently facilitated a powerful panel discussion featuring Shewaye Tadesse (Deputy Head, Labor and Skill Office) and Yonas Melaku (Head, Trade and Industry Office) from the Kombolcha Regiopolitan City Administration.

They unpacked the critical legal foundations every founder needs to know to build a sustainable business.

Key takeaways included:
✅ Legal Essentials: The three non-negotiables startups must secure before seeking investment.
🤝 Founder Agreements: How to include protective clauses to prevent future disputes.
🔐 Intellectual Property: Understanding when to prioritize trademarks, patents, and copyrights.
⚠️ Compliance: Identifying common oversights that lead to serious penalties.
🚫 Blind Spots: debunking major misconceptions about regulatory readiness.

A huge thank you to our speakers for shedding light on these vital topics!

#StartupEthiopia #Kombolcha #LegalCompliance #BusinessLaw #Entrepreneurship #StartupTips #SME #EthiopianBusiness",https://www.linkedin.com/feed/update/urn:li:activity:7420059735694929920,Organic,,Amanuel Balcha,01/22/2026,,,All followers,1554,,,495,0.3185328245,28,0,0,,0.3365508318,
"🔵 Strengthening Government–Startup Engagement in Wolkite 🤝

As part of the Cohort 6 SEED Incubation Program graduation in Wolkite, a panel discussion brought together public institutions and startup founders to explore how government actors can better support early-stage ventures as they grow beyond incubation.

The discussion featured:
• Murad Yassin, Gurage Zone Job Creation Head Office
• Tariku Dagye, Wolkite City Administration Justice Head Office

The session was moderated by Fasil Getaneh, Program Coordinator at Orbit Innovation Hub, SEED Incubation Program.

The conversation focused on practical areas where startups and public institutions intersect, including:
• The importance of clear co-founder agreements to prevent disputes and protect businesses as they grow
• Access to capacity building, BDS training, and advisory services through government initiatives
• Support around market linkage, legal awareness, and finance-related guidance
• The role of public institutions in creating an enabling environment for entrepreneurship at the local level

Panelists emphasized that startups benefit most when they proactively engage public institutions as partners, while institutions play a key role in supporting sustainable enterprise development through coordinated services and guidance.

The discussion reinforced a shared understanding: a strong startup ecosystem is built through dialogue, clarity, and collaboration between founders and the institutions that serve them.

#SEEDProgram #StartupEcosystem #PublicPrivateDialogue #Wolkite",https://www.linkedin.com/feed/update/urn:li:activity:7419748631026745345,Organic,,Amanuel Balcha,01/21/2026,,,All followers,1333,,,264,0.1980495155,37,0,2,,0.2273068279,
"Witnessing the transformation of an idea into a mission-driven startup is exactly why Orbit Innovation Hub exists. We are incredibly proud to see Samson Mesfin — co-founder of Bellytalk — graduate from Cohort 6 of our Startup Incubation Program!

Maternal health is a critical pillar of a thriving society, and the Bellytalk team has shown immense dedication to building a digital platform that provides compassionate, expert support for mothers. 🩺💻

Throughout the program, they have mastered:
🔹 Problem-Solution Fit: Tackling real-world maternal health gaps.
🔹 Lean Methodology: Iterating based on real user needs.
🔹 Scalability: Building a business model that balances purpose with profit.

Congratulations to the Bellytalk team for their hard work and vision. We can’t wait to see how you continue to revolutionize maternal wellness across the continent. 🌍✨

#OrbitInnovationHub #Cohort6 #Bellytalk #MaternalHealth #DigitalHealth #StartupIncubation #Entrepreneurship #HealthTech #AfricaRising #SocialImpact",https://www.linkedin.com/feed/update/urn:li:activity:7419338034891931648,Organic,,Amanuel Balcha,01/20/2026,,,All followers,1047,,,283,0.2702960968,12,0,1,,0.2827125192,
"🟢 Community Activation | From Capacity Building to Action in Wolkite 🌱

The community activation we witnessed during the SEED Incubation Program Cohort 6 graduation in Wolkite is the result of a structured, long-term community development effort, not a one-day activity. ⏳✨

Alongside the launch of the incubation program, Orbit Innovation Hub also initiated a community development track aimed at building local entrepreneurial leadership. 🚀💡

As part of this effort, community leaders from more than six cities were identified and assessed. 📍🏘️ Selected leaders were brought to Addis Ababa for a two-day capacity-building training, after which each community developed a six-month action plan focused on ecosystem activation and local ownership. 🧠📋✅

In Wolkite, this process led to the establishment of the Wolkite Entrepreneur Community Team just two months ago. 🏗️🤝 Since then, the community has built a core group of 50 active members, formed a leadership team of four elected community leaders, recruited 25 new members in its first round of outreach, and organized networking meet-ups to foster collaboration and engagement. 👥📈✨

The activation session during the graduation event brought together startups, community leaders, and stakeholders, marking a transition from planning to implementation. 🏁🔗

These numbers reflect more than participation. They show momentum. 🚀 They show what is possible when local leaders are empowered, plans are owned, and communities take the lead in shaping their entrepreneurial future. 🌍💪✨

#SEEDProgram #CommunityActivation #EntrepreneurshipEcosystem #Wolkite #OrbitInnovation #Empowerment #AfricaTech #InnovationHub 🇪🇹",https://www.linkedin.com/feed/update/urn:li:activity:7419302731603128320,Organic,,Amanuel Balcha,01/20/2026,,,All followers,4107,,,1850,0.4504504502,89,0,2,,0.4726077318,
"🎓SEED Incubation Program | Cohort 6 Graduation

📍 Kombolcha | Jan 17

Jan 17 Kombolcha, Orbit Innovation Hub is proudly celebrating the graduation of Cohort 6 of the SEED Incubation Program, a milestone in a journey that has supported 210 startups across the cohort 🚀

As part of this graduation week, 45 startups graduated on Jan 17 in Kombolcha, coming together with public institutions, ecosystem partners, and the incubation team to celebrate progress, reflect on key lessons, and strengthen connections within the local ecosystem 🤝

#SEEDProgram #Incubation #kombolcha #StartupEcosystem",https://www.linkedin.com/feed/update/urn:li:activity:7419267719289712640,Organic,,Amanuel Balcha,01/20/2026,,,All followers,1966,,,728,0.370295018,48,0,2,,0.3957273662,
"SEED Incubation Program | Cohort 6 Graduation

📍 Wolkite | Jan 17

On Jan 17 in Wolkite, Orbit Innovation Hub proudly celebrated the graduation of Cohort 6 of the SEED Incubation Program, a milestone in a journey that has supported 210 startups across the cohort 🚀

As part of this graduation week, 35 startups graduated on Jan 17 in Wolkite, coming together with public institutions, ecosystem partners, and the incubation team to celebrate progress, reflect on key lessons, and strengthen connections within the local ecosystem 🤝

🎤 Opening session highlights featured remarks from key stakeholders:

🔹 Hanna Mulugeta Endris, Deputy Program Lead at Orbit Innovation Hub, reflected on the SEED Incubation journey and emphasized that graduation is not the end, but the point where the real journey with Orbit begins. She highlighted continued support beyond incubation, including ecosystem access, learning opportunities, and long term engagement as startups grow.

🔹 Hairu Ahmed, Dean of Wolkite Polytechnic TVET College, encouraged founders to continuously assess market needs and capacity gaps, underscoring the importance of strengthening both technical and business readiness for the road ahead.

🔹 Murad Yassin, from the Gurage Zone Job Creation Head Office, shared insights on the local entrepreneurial landscape and outlined how public institutions can support startups through capacity building, advisory services, market linkage, and institutional collaboration.

💡 The session reinforced a shared message: building sustainable ventures requires not only strong ideas, but also continuous learning, institutional engagement, and community level collaboration.

👏 We look forward to seeing where these startups go next, celebrating their progress, and continuing to support their ventures as they grow, adapt, and create impact in their communities and beyond.

#SEEDProgram #Incubation #Wolkite #StartupEcosystem",https://www.linkedin.com/feed/update/urn:li:activity:7418928677314314240,Organic,,Amanuel Balcha,01/19/2026,,,All followers,2800,,,1248,0.4457142949,57,4,2,,0.4682142735,
"እንኳን ለብርሃነ ጥምቀቱ በሰላም አደረሳችሁ! 
በዓሉ የሰላም፣ የጤና እና የደስታ እንዲሆንላችሁ እንመኛለን።🙏

መልካም በዓል!",https://www.linkedin.com/feed/update/urn:li:activity:7418917054239629312,Organic,,Amanuel Balcha,01/19/2026,,,All followers,578,,,12,0.02076124586,14,0,0,,0.04498269781,
"📢 Call for Consulting Firms – Digital Market Linkage (DML) Gap Assessment

Orbit Innovation Hub (OIH), under the SEED Program, invites qualified consulting firms to undertake a field-based Digital Market Linkage (DML) Lab gap assessment for Medium Enterprises (MEs).

This assignment aims to support the scale-up and effective rollout of the DML Lab initiative by outsourcing the implementation of an existing OIH-developed gap assessment tool, while incorporating an independent, third-party perspective.

The selected consulting firm will conduct assessments, develop enterprise-level business profiles, and produce an overall analytical overview to inform the continued design and targeting of the DML Lab.

🔍 Scope of the Assignment Includes:

1. Field-based DML gap assessment using OIH’s standardized tool

2. Assessment, filtering, and shortlisting of Medium Enterprises

3. Development of enterprise-level business profile reports

4. Data analysis and preparation of an overall analytical overview report

📍 Geographic Coverage:

Initial cities: Wolaita Sodo, Adama, and Bishoftu

Potential expansion: Additional cities in Amhara, Tigray, Oromia, and the Southern cluster/region (subject to program needs)

📊 Scale of Assessment:

Minimum: 135 Medium Enterprises (across the three initial cities)

Maximum: Up to 410 Medium Enterprises (including potential expansion cities)

⏱️ Duration:

20 calendar days, inclusive of fieldwork, analysis, and reporting

👥 Who Should Apply:

1. Legally registered consulting firms with valid VAT registration

2. Firms with regional staff or field presence

3. Demonstrated experience in enterprise diagnostics, market studies, digital transformation, or digital market linkage initiatives

📄 Terms of Reference (ToR):

👉 Access the full ToR here: https://shorturl.at/KKIeK

📩 Application Deadline:

🗓 January 20, 2026

📌 Email subject line:
Call for Consulting Firm – DML Gap Assessment

If your firm has strong field execution capacity, analytical expertise, and a commitment to enabling Medium Enterprises through digital market access, we encourage you to apply.",https://www.linkedin.com/feed/update/urn:li:activity:7417917975036379136,Organic,,Amanuel Balcha,01/16/2026,,,All followers,2031,,,140,0.06893155724,23,1,2,,0.08173313737,
"📢 MARK YOUR CALENDARS:

All results for Cohort 07 will be officially announced before January 26, 2026.

Keep your phones close and check your emails. Your golden ticket to a sustainable future is on its way!

To the innovators and dreamers who stepped up to turn their business ideas into reality—we see you! 

You’ve submitted your game-changing concepts and now the wait is nearly over.

We are currently finalizing the selection for the next generation of Entrepreneurs who will join the SEED Program. 

Proudly brought to you by Orbit Innovation Hub, the Mastercard Foundation, and the Entrepreneurship Development Institute (EDI) - Ethiopia 

#Startups #SEEDProgram #OrbitInnovationHub #EthiopianEntrepreneurs #FutureLeaders #Cohort07 #Results #Innovation",https://www.linkedin.com/feed/update/urn:li:activity:7417456147273760768,Organic,,Amanuel Balcha,01/15/2026,,,All followers,1525,,,90,0.05901639163,22,1,0,,0.07409836352,
"From a local hub to a national impact powerhouse. 🇪🇹🚀

Over the last 5 years, Orbit Innovation Hub  has been dedicated to digitizing and empowering the Ethiopian ecosystem. 

Whether through incubation, community building, or digital market linkages, we are bridging the gap for entrepreneurs.

Our impact at a glance:
✅ 595 Startups Incubated across 6 cohorts
✅ 5,846 MSMEs with Market Access
✅ 22 Cities Engaged
✅ 1,492 Employment Opportunities Created

Swipe through to explore our roadmap, specific sector breakdowns, and the data behind our national expansion. 📊👇

#OrbitInnovationHub #Ethiopia #StartupEcosystem #DigitalEconomy #MSMEs #Innovation #AddisAbaba",https://www.linkedin.com/feed/update/urn:li:activity:7417168941602721792,Organic,,Amanuel Balcha,01/14/2026,,,All followers,2012,,,402,0.1998011917,52,0,3,,0.2271371782,
"We are thrilled to share that Orbit Innovation Hub, represented by our Manager Dawit Teshome Gebresenbet , has officially partnered with the Oromia Job Creation and Vocational Bureau, led by Lemi Beyene, Director of Research and Technology Transfer. 🤝✨

This collaboration focuses on empowering entrepreneurs, nurturing startups, and strengthening digital business capacities across Oromia. By joining forces, we aim to foster innovation, unlock opportunities, and support community-based enterprises in their journey toward sustainable growth and success. 💡💻🌱

Together, we are building a stronger entrepreneurial ecosystem for the future! 🚀

#OrbitInnovationHub #Entrepreneurship #Innovation #DigitalGrowth #MSMEs #Partnerships",https://www.linkedin.com/feed/update/urn:li:activity:7416827120645124096,Organic,,Amanuel Balcha,01/13/2026,,,All followers,2812,,,470,0.1671408266,66,3,1,,0.1920341402,
"ኦርቢት ኢኖቬሽን ሃብ ለመላው የክርስትና እምነት ተከታዮች መልካም የገና በዓል እንዲሆንላችሁ ይመኛል።

መልካም በዓል።

#Gena #EthiopianChristmas #OrbitInnovationHub #ገና #መልካምበዓል #TechInEthiopia #Ethiopia #MerryChristmas",https://www.linkedin.com/feed/update/urn:li:activity:7414412608134397953,Organic,,Amanuel Balcha,01/06/2026,,,All followers,743,,,20,0.02691790089,19,0,0,,0.05248990655,
"🎓 Cohort 6 Graduation | Orbit Innovation Hub – Bishoftu

Orbit Innovation Hub proudly marked the graduation of Cohort 6 in Bishoftu, celebrating innovation, collaboration, and the next generation of Ethiopian founders.

Opening remarks were delivered by Dawit Teshome, Program Lead at Orbit Innovation Hub, who welcomed the graduates and highlighted Orbit’s role in supporting startups through innovation, capacity building, and ecosystem development.

The event was honored by Dr. Lijalem Ayale, Deputy Manager of Oromia Science and Technology Authority, who congratulated the graduates and acknowledged Orbit Innovation Hub’s contribution to strengthening Bishoftu’s entrepreneurial ecosystem. He emphasized the importance of perseverance, the SEVEN LAKES Entrepreneurs Community, women-led entrepreneurship, and building on local resources and shared values.

Habtamu Kassa, Deputy Manager of Oromia Job Creation & Skill Bureau, focused on the challenges and solutions startups in foreign countries have developed.

Habtamu Teferi from the Bishoftu Polytechnic College promised continued partnership in supporting startups and encouraged the graduates to lead by example as pioneer founders.

Congratulations to all Cohort 6 graduates as you take the next step in your entrepreneurial journey.

#LinkedInLearning #BusinessGrowth #EthiopianStartups #VentureCapital #EconomicDevelopment #TechInnovation #Leadership #Bishoftu #CapacityBuilding",https://www.linkedin.com/feed/update/urn:li:activity:7414192183961866241,Organic,,Amanuel Balcha,01/06/2026,,,All followers,3180,,,1806,0.5679244995,69,1,1,,0.590251565,
"🎓 Cohort 6 Graduation | Orbit Innovation Hub – Gondar

Orbit Innovation Hub proudly marked the graduation of Cohort 6 in Gondar, celebrating innovation, collaboration, and the next generation of Ethiopian founders.
Opening remarks were delivered by Hanna Mulugeta, Deputy Program Lead at Orbit Innovation Hub, who welcomed the graduates into the Orbit family and highlighted Orbit’s role in supporting startups through innovation, capacity building, and ecosystem development.

The event was honored by Debre Yehuala, Deputy Mayor of Gondar City, who congratulated the graduates and acknowledged Orbit Innovation Hub’s contribution to strengthening Gondar’s entrepreneurial ecosystem. She emphasized the importance of unity, the FASILDES Entrepreneurs Community, women-led entrepreneurship, and building on indigenous knowledge and skills.

Tesfahun Mekonnen, Dean of Gondar Polytechnic College, reaffirmed the Polytechnic’s continued partnership in supporting startups and encouraged the graduates to lead by example as pioneer founders.

Congratulations to all Cohort 6 graduates as you take the next step in your entrepreneurial journey.

#LinkedInLearning #BusinessGrowth #EthiopianStartups #VentureCapital #EconomicDevelopment #TechInnovation #Leadership #GondarCity #CapacityBuilding",https://www.linkedin.com/feed/update/urn:li:activity:7413172186527494144,Organic,,Amanuel Balcha,01/03/2026,,,All followers,4879,,,3019,0.6187743545,87,2,1,,0.6372207403,
"🚀 Paid Internship Opportunity: Digital Market Linkage & MSME Support
Passionate about empowering MSMEs through digital tools? Join SEED as a paid intern to drive adoption, market linkage, and engagement via our SEED Connect Mini App and Telegram communities.
Key Responsibilities:

Content & Engagement: Create sector-focused content, calendars, and success stories for Telegram groups.
Platform Admin: Manage user approvals, profiles, roles, and issue resolution in the Mini App.
Operations: Track transactions, maintain business databases, and flag compliance/fraud.
Reporting: Analyze app performance, sales, user growth, and social metrics.
MSME Support: Conduct check-ins, guide digital tool usage, and boost visibility.
Digital Strategy: Contribute to targeted marketing in key sectors.

Fresh grads in Business, Marketing, ICT, or related fields.
Keen on MSMEs, data analysis and digital platforms.
Strong comms skills

📍 Location: onsite
📅 Duration: 3 months 
💰 Stipend: Competitive 
🗓 Deadline: January 9, 2026 
👉 Apply Now: Fill out our quick Google Form with your CV : https://lnkd.in/dPAjgeZX

#MSME #DigitalMarketing #Internship #SEEDConnect #StartupSupport",https://www.linkedin.com/feed/update/urn:li:activity:7412848548498808832,Organic,,Amanuel Balcha,01/02/2026,,,All followers,5102,,,248,0.04860838875,60,2,9,,0.06252449751,
"Innovation needs room to grow! 🌱🚀

Orbit Innovation Hub has officially touched down at our new headquarters. We’ve moved to a modern, expanded space designed to better serve our startups, partners, and the entire eHealth IT community in Ethiopia.
As you can see, the team has been hard at work getting everything ready! We are excited to turn this new location into a vibrant space for collaboration and creation. 

Come visit us!

📍 Find us here: Goro IT Park, BPO Building, 4th Floor

Get in touch:
📧 contact@orbitinnovationhub.com
🌐 orbitinnovationhub.com
📞 +251-98-003-1936 | +251-98-010-0337

#OrbitInnovationHub #NewHome #StartupEcosystem #InnovationEthiopia #ICTPark #AddisAbaba",https://www.linkedin.com/feed/update/urn:li:activity:7411649089148297216,Organic,,Amanuel Balcha,12/30/2025,,,All followers,1268,467,,50,0.03943217546,11,0,0,,0.04810725525,Video
"🚀 Call for Trainers & Consultants | SEED–Orbit Innovation Hub (OIH) – Cohort 7 Incubation Program

🗓️ APPLICATION DEADLINE: December 31, 2025 | https://lnkd.in/g4t5GgJg

⚠️ Important
• Applicants must be VAT registered and able to provide VAT receipts
• Travel and accommodation costs will NOT be covered by Orbit Innovation Hub
• Do NOT include travel, accommodation, or per diem costs in your financial proposal
• Proposals must strictly follow the attached Technical & Financial ToR (find it within the Google Application Form)",https://www.linkedin.com/feed/update/urn:li:activity:7409575941925998593,Organic,,Amanuel Balcha,12/24/2025,,,All followers,1086,,,110,0.1012891307,6,0,0,,0.106813997,
"📍 We were pleased to host an office visit from the Entrepreneurship Development Institute (EDI) - Ethiopia at Orbit Innovation Hub  

✅ During the visit, we showcased Orbit Innovation Hub’s work and key accomplishments to date, highlighting our progress in strengthening the entrepreneurship and innovation ecosystem.

We were delighted to hold a productive meeting with Dr. Hassan Hussein, CEO of EDI, and Mr. Wondwossen Tsegaye, SEED Project Manager, where we discussed our 🏆 achievements, 👏 ongoing collaboration, and 🗓️ future plans for continued partnership.

⏭️ We value EDI’s engagement and look forward to strengthening our collaboration to create greater impact for youth and innovators.

#OrbitInnovationHub #EDI #Entrepreneurship #InnovationEcosystem #YouthEmpowerment #Partnership",https://www.linkedin.com/feed/update/urn:li:activity:7409265732292771840,Organic,,Amanuel Balcha,12/23/2025,,,All followers,6664,,,3387,0.5082532763,124,1,2,,0.5273109078,
"🚀 Call for Trainers & Consultants | SEED–Orbit Innovation Hub (OIH) – Cohort 7 Incubation Program

Orbit Innovation Hub is inviting qualified, VAT-registered Trainers and Consultants to apply for the SEED–OIH Incubation Program (Cohort 7), to be implemented across six cities in Ethiopia:
📍 Adama | Assosa | Bale Robe | Lalibela | Shire | Wolaita Sodo

👥 30 startups per city
The three-month incubation program will cover nine core modules, including:
• Design Thinking
• Business Modeling
• Market Research
• Branding & Digital Media
• Marketing & Sales Strategy
• Financial Education
• Effective Business Communication
• Entrepreneurial 
• Mindset & Business Ethics
• Business Legalization

📌 Program Structure & Key Notes
• One week per module
• Two full-day in-person training sessions per week
• Individual coursework time for participants
• One-to-one virtual coaching session for each startup under every module
• Module content will be provided by Orbit Innovation Hub
• Each module followed by coaching support

⚠️ Important
• Applicants must be VAT registered and able to provide VAT receipts
• Travel and accommodation costs will NOT be covered by Orbit Innovation Hub
• Do NOT include travel, accommodation, or per diem costs in your financial proposal
• Proposals must strictly follow the attached Technical & Financial ToR (find it within the Google Application Form)

https://lnkd.in/g4t5GgJg

🗓️ APPLICATION DEADLINE: December 31, 2025

👉 Join us in empowering Ethiopia’s next generation of entrepreneurs.

#OrbitInnovationHub #Ethiopia #InnovationHub #Adama #WolaitaSodo 
#Lalibela #Assosa #BaleRobe #Shire #Entrepreneurship #BusinessCoach #DesignThinking",https://www.linkedin.com/feed/update/urn:li:activity:7408852043907432448,Organic,,Amanuel Balcha,12/22/2025,,,All followers,11169,,,575,0.05148177966,99,25,13,,0.06374787539,
"📢 Official Partnership Announcement

Orbit Innovation Hub is pleased to announce the signing of a Memorandum of Action (MoA) with the Oromia Science and Technology.

This strategic collaboration focuses on:
✔️ Strengthening the skills of innovators
✔️ Enhancing business preparation and readiness
✔️ Expanding innovative and entrepreneurial knowledge
✔️ Supporting incubation programs and SME development

This partnership represents the foundation for long-term collaboration, with future incubation programs, capacity-building initiatives, and joint activities planned in the coming phases.

#OrbitInnovationHub #OromiaScienceAndTechnology #Innovation #EntrepreneurshipDevelopment #Incubation #SMEs #Partnership",https://www.linkedin.com/feed/update/urn:li:activity:7408758388978843650,Organic,,Amanuel Balcha,12/22/2025,,,All followers,3693,,,1631,0.4416463673,68,1,3,,0.461142689,
"Orbit Innovation Hub Has a New Home! 🏢🚀

We are thrilled to announce that Orbit Innovation Hub has moved to a new, modern office space! This expansion marks an exciting milestone in our journey, reflecting our continued growth and commitment to fostering innovation in Ethiopia.

To better serve our partners, startups, and the eHealth IT community, you can now find us at our new headquarters located in the vibrant ICT park. We look forward to welcoming you to our new space to collaborate and create.

📍 New Location: Goro IT Park, BPO Building, 4th Floor

Contact Us: 
📧 contact@orbitinnovationhub.com 
🌐 orbitinnovationhub.com 
📞 +251-98-003-1936 | +251-98-010-0337

#OrbitInnovationHub #NewOffice #BusinessGrowth #InnovationEthiopia #eHealthIT #ICTPark #AddisAbaba #Milestone",https://www.linkedin.com/feed/update/urn:li:activity:7407659195610771456,Organic,,Amanuel Balcha,12/19/2025,,,All followers,2110,,,86,0.04075829312,38,1,2,,0.06018957496,
"🚀 A Historic Milestone for Axum’s Entrepreneurial Future

This weekend, Axum City celebrated the official launch of “The Builders League Entrepreneur Community,” the first community of its kind in the region, and Orbit Innovation Hub is proud to have played a key role in making it happen.

As part of our Community Development Program, Axum is one of the cities where we are intentionally building inclusive innovation spaces, nurturing youth potential, and strengthening local startup ecosystems.

🌱 Highlights from the Launch Ceremony
• Strong attendance from the Mayor, Deputy Mayor, government offices, investors, TVET leaders, and Axum University staff
• Powerful experience sharing from entrepreneurs, including a woman entrepreneur who grew a 200 ETB idea into a 60M ETB enterprise
• Commitment from the city administration to support the community through collaboration, policy facilitation, and institutional linkages
• An inspiring entrepreneur expo showcasing local products, creativity, and innovation
• Vibrant networking that formed new partnerships and investor connections

Special appreciation to Eskinder Asmelash, @Yordanos Tesfay, Teberh Birhane, and kibrom welu for their exceptional leadership and dedication in organizing this impactful event. Their effort has created a new chapter of possibility for Axum’s entrepreneurial community.

💡 For Orbit Innovation Hub, this is not just an event, it is a movement.

We believe communities build nations, and we are proud to stand beside Axum’s changemakers as they dream bold, innovate boldly, and build together.

#OrbitInnovationHub #CommunityDevelopment #Axum #Entrepreneurship #StartupEcosystem #BuildersLeague",https://www.linkedin.com/feed/update/urn:li:activity:7404507379104673792,Organic,,Amanuel Balcha,12/10/2025,,,All followers,2982,,,969,0.3249497116,66,1,4,,0.348759234,
"We had a strong presence at the 2025 Mastercard Foundation Young Africa Works in Ethiopia – Annual Partners Learning Summit 🌱🇪🇹

The event brought partners together to discuss innovative, inclusive, and climate-resilient agrifood systems that create meaningful opportunities for Ethiopia’s youth.

From keynote reflections to exhibitions and engaging panel discussions, the summit offered valuable insights, and our team captured key moments throughout the day. 📸✨

Orbit Innovation Hub is actively contributing to ecosystem-building conversations that are driving Ethiopia forward. 🚀

#YoungAfricaWorks #OrbitInnovationHub #Innovation #YouthEmployment #AgrifoodSystems #EcosystemBuilding #MastercardFoundation",https://www.linkedin.com/feed/update/urn:li:activity:7402681950030827521,Organic,,Amanuel Balcha,12/05/2025,,,All followers,6974,,,2496,0.3579007685,163,0,5,,0.3819902539,
"🚀 Good news for early-stage founders!

The application deadline for Cohort 7 of the Orbit Innovation Hub Startup Incubation Program has been extended! 🎉

DECEMBER 15, 2025

If you’re building a solution and need guidance, mentorship, and a strong community to grow your startup, this is your moment. ✨

📍 Now open for founders in:
🌆 Lalibela | 🌍 Shire | 🌄 Wolaita Sodo | 🏙 Adama | 🌿 Assosa | ✈ Bale Robe

📩 Submit your application https://lnkd.in/d2J_yeXK before the new deadline and take the next big step in your entrepreneurial journey!

#OrbitInnovationHub #Cohort7 #StartupIncubation #ApplyNow",https://www.linkedin.com/feed/update/urn:li:activity:7401602330996932608,Organic,,Amanuel Balcha,12/02/2025,,,All followers,3675,,,331,0.09006802738,35,2,6,,0.1017687097,
"🌟 Assosa Recap November 29 🌟

Last Saturday, November 29, we held a productive stakeholder meeting in Assosa as part of our Startup Incubation Program Launch 🤝🚀. It was an inspiring moment filled with collaboration, shared vision, and commitment to supporting local innovators.

We also had the pleasure of signing a Memorandum of Action (MoA) with Assosa Polytechnic College 📄✍️ a partnership that will strengthen our collective efforts in empowering entrepreneurs across the region.

Thank you to everyone who joined us and contributed to this milestone. More updates and impact highlights coming soon! 🌍✨

#OrbitInnovationHub #StartupIncubation #Assosa #Partnership #Entrepreneurship #Innovation #Impact",https://www.linkedin.com/feed/update/urn:li:activity:7401552816399335424,Organic,,Amanuel Balcha,12/02/2025,,,All followers,2076,,,571,0.2750481665,54,0,0,,0.3010597229,
